scenario,policy_name,seed,step,queue_A,queue_B,queue_C,pending_tasks,num_jobs_completed,throughput,total_agv_distance,bottleneck_station,bottleneck_queue_length
basic,bottleneck_aware,43,0,0,0,0,0,0,0.0,2,ProcessA,0
basic,bottleneck_aware,43,1,0,0,0,0,0,0.0,2,ProcessA,0
basic,bottleneck_aware,43,2,0,0,0,0,0,0.0,4,ProcessA,0
basic,bottleneck_aware,43,3,0,0,0,0,0,0.0,4,ProcessA,0
basic,bottleneck_aware,43,4,1,0,0,0,0,0.0,4,ProcessA,1
basic,bottleneck_aware,43,5,1,0,0,1,0,0.0,4,ProcessA,1
basic,bottleneck_aware,43,6,0,0,0,0,0,0.0,6,ProcessA,0
basic,bottleneck_aware,43,7,0,0,0,0,0,0.0,6,ProcessA,0
basic,bottleneck_aware,43,8,0,0,0,0,0,0.0,10,ProcessA,0
basic,bottleneck_aware,43,9,0,0,0,1,0,0.0,10,ProcessA,0
basic,bottleneck_aware,43,10,0,0,0,0,0,0.0,14,ProcessA,0
basic,bottleneck_aware,43,11,0,0,0,1,0,0.0,14,ProcessA,0
basic,bottleneck_aware,43,12,0,0,0,0,0,0.0,18,ProcessA,0
basic,bottleneck_aware,43,13,0,0,0,0,0,0.0,18,ProcessA,0
basic,bottleneck_aware,43,14,0,0,0,1,0,0.0,18,ProcessA,0
basic,bottleneck_aware,43,15,0,0,0,1,0,0.0,22,ProcessA,0
basic,bottleneck_aware,43,16,0,0,0,1,0,0.0,30,ProcessA,0
basic,bottleneck_aware,43,17,0,0,0,1,0,0.0,30,ProcessA,0
basic,bottleneck_aware,43,18,0,0,0,2,0,0.0,30,ProcessA,0
basic,bottleneck_aware,43,19,0,0,0,2,0,0.0,32,ProcessA,0
basic,bottleneck_aware,43,20,0,0,0,2,0,0.0,32,ProcessA,0
basic,bottleneck_aware,43,21,0,0,0,3,0,0.0,32,ProcessA,0
basic,bottleneck_aware,43,22,0,0,0,2,0,0.0,34,ProcessA,0
basic,bottleneck_aware,43,23,0,0,0,2,0,0.0,34,ProcessA,0
basic,bottleneck_aware,43,24,0,0,0,2,1,0.04,38,ProcessA,0
basic,bottleneck_aware,43,25,0,0,0,1,1,0.038461538461538464,44,ProcessA,0
basic,bottleneck_aware,43,26,0,0,0,2,1,0.037037037037037035,44,ProcessA,0
basic,bottleneck_aware,43,27,0,0,0,3,1,0.03571428571428571,44,ProcessA,0
basic,bottleneck_aware,43,28,0,0,0,3,1,0.034482758620689655,46,ProcessA,0
basic,bottleneck_aware,43,29,0,0,0,3,1,0.03333333333333333,46,ProcessA,0
basic,bottleneck_aware,43,30,0,0,0,4,1,0.03225806451612903,46,ProcessA,0
basic,bottleneck_aware,43,31,0,0,0,2,1,0.03125,54,ProcessA,0
basic,bottleneck_aware,43,32,0,0,0,2,1,0.030303030303030304,54,ProcessA,0
basic,bottleneck_aware,43,33,0,0,0,4,2,0.058823529411764705,54,ProcessA,0
basic,bottleneck_aware,43,34,0,0,0,4,2,0.05714285714285714,58,ProcessA,0
basic,bottleneck_aware,43,35,0,0,0,4,2,0.05555555555555555,58,ProcessA,0
basic,bottleneck_aware,43,36,0,0,0,4,2,0.05405405405405406,58,ProcessA,0
basic,bottleneck_aware,43,37,0,0,0,3,3,0.07894736842105263,62,ProcessA,0
basic,bottleneck_aware,43,38,0,0,0,2,3,0.07692307692307693,70,ProcessA,0
basic,bottleneck_aware,43,39,0,0,0,4,3,0.075,70,ProcessA,0
basic,bottleneck_aware,43,40,0,0,0,4,3,0.07317073170731707,70,ProcessA,0
basic,bottleneck_aware,43,41,0,0,0,3,3,0.07142857142857142,74,ProcessA,0
basic,bottleneck_aware,43,42,0,0,0,3,3,0.06976744186046512,74,ProcessA,0
