scenario,policy_name,seed,step,queue_A,queue_B,queue_C,pending_tasks,num_jobs_completed,throughput,total_agv_distance,bottleneck_station,bottleneck_queue_length
basic,bottleneck_aware,44,0,0,0,0,0,0,0.0,0,ProcessA,0
basic,bottleneck_aware,44,1,0,0,0,0,0,0.0,0,ProcessA,0
basic,bottleneck_aware,44,2,0,0,0,0,0,0.0,0,ProcessA,0
basic,bottleneck_aware,44,3,0,0,0,0,0,0.0,2,ProcessA,0
basic,bottleneck_aware,44,4,0,0,0,0,0,0.0,2,ProcessA,0
basic,bottleneck_aware,44,5,0,0,0,0,0,0.0,4,ProcessA,0
basic,bottleneck_aware,44,6,0,0,0,0,0,0.0,8,ProcessA,0
basic,bottleneck_aware,44,7,1,0,0,1,0,0.0,8,ProcessA,1
basic,bottleneck_aware,44,8,1,0,0,2,0,0.0,12,ProcessA,1
basic,bottleneck_aware,44,9,1,0,0,2,0,0.0,12,ProcessA,1
basic,bottleneck_aware,44,10,1,0,0,1,0,0.0,16,ProcessA,1
basic,bottleneck_aware,44,11,2,0,0,1,0,0.0,16,ProcessA,2
basic,bottleneck_aware,44,12,2,0,0,1,0,0.0,18,ProcessA,2
basic,bottleneck_aware,44,13,2,0,0,1,0,0.0,18,ProcessA,2
basic,bottleneck_aware,44,14,2,0,0,0,0,0.0,20,ProcessA,2
basic,bottleneck_aware,44,15,2,0,0,0,0,0.0,20,ProcessA,2
basic,bottleneck_aware,44,16,2,1,0,1,0,0.0,26,ProcessA,2
basic,bottleneck_aware,44,17,1,1,0,1,0,0.0,30,ProcessA,1
basic,bottleneck_aware,44,18,1,0,0,1,0,0.0,30,ProcessA,1
basic,bottleneck_aware,44,19,1,0,0,2,0,0.0,30,ProcessA,1
basic,bottleneck_aware,44,20,1,1,0,4,0,0.0,30,ProcessA,1
basic,bottleneck_aware,44,21,1,1,0,5,0,0.0,32,ProcessA,1
basic,bottleneck_aware,44,22,1,0,0,4,0,0.0,36,ProcessA,1
basic,bottleneck_aware,44,23,1,0,0,5,0,0.0,36,ProcessA,1
basic,bottleneck_aware,44,24,1,0,0,5,0,0.0,40,ProcessA,1
basic,bottleneck_aware,44,25,1,0,0,6,0,0.0,40,ProcessA,1
basic,bottleneck_aware,44,26,1,0,0,6,0,0.0,44,ProcessA,1
basic,bottleneck_aware,44,27,1,0,0,6,0,0.0,44,ProcessA,1
basic,bottleneck_aware,44,28,1,0,0,6,0,0.0,46,ProcessA,1
basic,bottleneck_aware,44,29,1,0,0,6,0,0.0,46,ProcessA,1
basic,bottleneck_aware,44,30,1,0,0,6,1,0.03225806451612903,48,ProcessA,1
basic,bottleneck_aware,44,31,1,0,0,5,1,0.03125,52,ProcessA,1
basic,bottleneck_aware,44,32,1,0,0,6,1,0.030303030303030304,52,ProcessA,1
basic,bottleneck_aware,44,33,0,0,0,5,1,0.029411764705882353,56,ProcessA,0
basic,bottleneck_aware,44,34,0,0,0,5,2,0.05714285714285714,56,ProcessA,0
basic,bottleneck_aware,44,35,0,0,0,5,2,0.05555555555555555,62,ProcessA,0
basic,bottleneck_aware,44,36,0,0,0,6,2,0.05405405405405406,62,ProcessA,0
basic,bottleneck_aware,44,37,0,0,0,5,2,0.05263157894736842,66,ProcessA,0
basic,bottleneck_aware,44,38,0,0,0,5,2,0.05128205128205128,66,ProcessA,0
basic,bottleneck_aware,44,39,0,0,0,6,2,0.05,66,ProcessA,0
basic,bottleneck_aware,44,40,0,0,0,6,2,0.04878048780487805,66,ProcessA,0
basic,bottleneck_aware,44,41,0,0,0,4,2,0.047619047619047616,72,ProcessA,0
basic,bottleneck_aware,44,42,0,0,0,4,2,0.046511627906976744,72,ProcessA,0
basic,bottleneck_aware,44,43,0,0,1,6,2,0.045454545454545456,72,ProcessC,1
basic,bottleneck_aware,44,44,0,0,1,5,2,0.044444444444444446,74,ProcessC,1
basic,bottleneck_aware,44,45,0,0,1,4,2,0.043478260869565216,78,ProcessC,1
basic,bottleneck_aware,44,46,0,0,1,4,3,0.06382978723404255,78,ProcessC,1
basic,bottleneck_aware,44,47,0,0,1,4,3,0.0625,88,ProcessC,1
basic,bottleneck_aware,44,48,0,0,1,4,3,0.061224489795918366,88,ProcessC,1
basic,bottleneck_aware,44,49,0,0,1,3,3,0.06,90,ProcessC,1
basic,bottleneck_aware,44,50,0,0,1,3,3,0.058823529411764705,90,ProcessC,1
basic,bottleneck_aware,44,51,0,0,1,4,4,0.07692307692307693,90,ProcessC,1
basic,bottleneck_aware,44,52,0,0,0,3,4,0.07547169811320754,94,ProcessA,0
basic,bottleneck_aware,44,53,0,0,0,3,4,0.07407407407407407,94,ProcessA,0
basic,bottleneck_aware,44,54,0,0,0,3,4,0.07272727272727272,94,ProcessA,0
basic,bottleneck_aware,44,55,0,0,0,4,5,0.08928571428571429,94,ProcessA,0
basic,bottleneck_aware,44,56,0,0,0,3,5,0.08771929824561403,98,ProcessA,0
basic,bottleneck_aware,44,57,0,0,0,2,5,0.08620689655172414,100,ProcessA,0
basic,bottleneck_aware,44,58,0,0,0,2,5,0.0847457627118644,100,ProcessA,0
basic,bottleneck_aware,44,59,0,0,0,3,6,0.1,100,ProcessA,0
basic,bottleneck_aware,44,60,0,0,0,1,6,0.09836065573770492,114,ProcessA,0
basic,bottleneck_aware,44,61,0,0,0,1,6,0.0967741935483871,114,ProcessA,0
basic,bottleneck_aware,44,62,0,0,0,2,6,0.09523809523809523,114,ProcessA,0
basic,bottleneck_aware,44,63,0,0,0,2,6,0.09375,114,ProcessA,0
basic,bottleneck_aware,44,64,0,0,0,2,6,0.09230769230769231,114,ProcessA,0
basic,bottleneck_aware,44,65,0,0,0,2,6,0.09090909090909091,114,ProcessA,0
basic,bottleneck_aware,44,66,0,0,0,1,6,0.08955223880597014,116,ProcessA,0
basic,bottleneck_aware,44,67,0,0,0,1,6,0.08823529411764706,116,ProcessA,0
basic,bottleneck_aware,44,68,0,1,0,1,6,0.08695652173913043,118,ProcessB,1
basic,bottleneck_aware,44,69,0,1,0,0,6,0.08571428571428572,122,ProcessB,1
basic,bottleneck_aware,44,70,0,1,0,1,6,0.08450704225352113,122,ProcessB,1
