scenario,policy_name,seed,step,queue_A,queue_B,queue_C,pending_tasks,num_jobs_completed,throughput,total_agv_distance,bottleneck_station,bottleneck_queue_length
basic,fifo,42,0,0,0,0,0,0,0.0,0,ProcessA,0
basic,fifo,42,1,0,0,0,0,0,0.0,2,ProcessA,0
basic,fifo,42,2,0,0,0,0,0,0.0,2,ProcessA,0
basic,fifo,42,3,0,0,0,0,0,0.0,2,ProcessA,0
basic,fifo,42,4,0,0,0,0,0,0.0,2,ProcessA,0
basic,fifo,42,5,0,0,0,0,0,0.0,2,ProcessA,0
basic,fifo,42,6,0,0,0,1,0,0.0,2,ProcessA,0
basic,fifo,42,7,0,0,0,0,0,0.0,6,ProcessA,0
basic,fifo,42,8,0,0,0,0,0,0.0,6,ProcessA,0
basic,fifo,42,9,0,0,0,1,0,0.0,6,ProcessA,0
basic,fifo,42,10,0,0,0,0,0,0.0,12,ProcessA,0
basic,fifo,42,11,0,0,0,0,0,0.0,12,ProcessA,0
basic,fifo,42,12,0,0,0,2,0,0.0,16,ProcessA,0
basic,fifo,42,13,0,0,0,3,0,0.0,16,ProcessA,0
basic,fifo,42,14,0,0,0,3,0,0.0,16,ProcessA,0
basic,fifo,42,15,1,0,0,3,0,0.0,16,ProcessA,1
basic,fifo,42,16,1,0,0,1,0,0.0,22,ProcessA,1
basic,fifo,42,17,1,0,0,1,0,0.0,22,ProcessA,1
basic,fifo,42,18,1,0,0,2,0,0.0,22,ProcessA,1
basic,fifo,42,19,0,0,0,2,0,0.0,28,ProcessA,0
basic,fifo,42,20,0,0,0,1,0,0.0,34,ProcessA,0
basic,fifo,42,21,0,0,0,2,0,0.0,34,ProcessA,0
basic,fifo,42,22,0,0,0,4,0,0.0,34,ProcessA,0
basic,fifo,42,23,0,0,0,5,0,0.0,34,ProcessA,0
basic,fifo,42,24,0,0,0,5,0,0.0,34,ProcessA,0
basic,fifo,42,25,0,0,0,4,0,0.0,38,ProcessA,0
basic,fifo,42,26,0,0,0,4,0,0.0,40,ProcessA,0
basic,fifo,42,27,0,0,0,6,0,0.0,40,ProcessA,0
basic,fifo,42,28,0,0,0,7,0,0.0,40,ProcessA,0
basic,fifo,42,29,0,0,0,5,0,0.0,44,ProcessA,0
basic,fifo,42,30,0,0,0,5,0,0.0,44,ProcessA,0
basic,fifo,42,31,0,0,0,7,1,0.03125,44,ProcessA,0
basic,fifo,42,32,0,0,0,5,1,0.030303030303030304,60,ProcessA,0
basic,fifo,42,33,0,0,0,5,1,0.029411764705882353,60,ProcessA,0
basic,fifo,42,34,0,0,0,6,1,0.02857142857142857,60,ProcessA,0
basic,fifo,42,35,0,0,0,6,1,0.027777777777777776,60,ProcessA,0
basic,fifo,42,36,0,0,0,6,1,0.02702702702702703,60,ProcessA,0
basic,fifo,42,37,0,0,0,6,1,0.02631578947368421,60,ProcessA,0
basic,fifo,42,38,0,0,0,5,1,0.02564102564102564,64,ProcessA,0
basic,fifo,42,39,0,0,0,5,1,0.025,64,ProcessA,0
basic,fifo,42,40,0,0,0,6,1,0.024390243902439025,64,ProcessA,0
basic,fifo,42,41,1,0,0,7,1,0.023809523809523808,64,ProcessA,1
basic,fifo,42,42,1,0,0,5,1,0.023255813953488372,70,ProcessA,1
basic,fifo,42,43,1,0,0,5,1,0.022727272727272728,70,ProcessA,1
basic,fifo,42,44,1,0,0,6,1,0.022222222222222223,70,ProcessA,1
basic,fifo,42,45,0,0,0,5,1,0.021739130434782608,74,ProcessA,0
basic,fifo,42,46,0,0,0,4,1,0.02127659574468085,76,ProcessA,0
basic,fifo,42,47,0,0,0,5,1,0.020833333333333332,76,ProcessA,0
basic,fifo,42,48,0,0,0,7,2,0.04081632653061224,76,ProcessA,0
basic,fifo,42,49,0,0,0,5,2,0.04,86,ProcessA,0
basic,fifo,42,50,0,0,0,5,2,0.0392156862745098,86,ProcessA,0
basic,fifo,42,51,0,0,0,6,2,0.038461538461538464,86,ProcessA,0
basic,fifo,42,52,0,0,0,5,2,0.03773584905660377,94,ProcessA,0
basic,fifo,42,53,0,0,0,5,2,0.037037037037037035,94,ProcessA,0
basic,fifo,42,54,0,0,0,6,2,0.03636363636363636,94,ProcessA,0
basic,fifo,42,55,0,0,0,6,2,0.03571428571428571,94,ProcessA,0
basic,fifo,42,56,0,0,0,6,2,0.03508771929824561,94,ProcessA,0
basic,fifo,42,57,0,0,0,5,2,0.034482758620689655,98,ProcessA,0
basic,fifo,42,58,0,0,0,5,2,0.03389830508474576,98,ProcessA,0
basic,fifo,42,59,0,0,0,6,2,0.03333333333333333,98,ProcessA,0
basic,fifo,42,60,0,0,0,5,2,0.03278688524590164,102,ProcessA,0
basic,fifo,42,61,0,0,0,4,2,0.03225806451612903,106,ProcessA,0
basic,fifo,42,62,0,0,0,5,2,0.031746031746031744,106,ProcessA,0
basic,fifo,42,63,0,0,0,6,2,0.03125,106,ProcessA,0
basic,fifo,42,64,0,0,0,5,2,0.03076923076923077,108,ProcessA,0
basic,fifo,42,65,0,0,0,4,2,0.030303030303030304,110,ProcessA,0
basic,fifo,42,66,0,0,0,5,3,0.04477611940298507,110,ProcessA,0
basic,fifo,42,67,0,0,0,5,3,0.04411764705882353,114,ProcessA,0
basic,fifo,42,68,0,0,0,4,3,0.043478260869565216,118,ProcessA,0
basic,fifo,42,69,0,0,0,4,3,0.04285714285714286,118,ProcessA,0
basic,fifo,42,70,0,0,0,5,4,0.056338028169014086,118,ProcessA,0
basic,fifo,42,71,0,0,0,4,4,0.05555555555555555,126,ProcessA,0
basic,fifo,42,72,0,0,0,3,4,0.0547945205479452,130,ProcessA,0
basic,fifo,42,73,0,0,0,3,4,0.05405405405405406,130,ProcessA,0
basic,fifo,42,74,0,0,0,4,4,0.05333333333333334,130,ProcessA,0
basic,fifo,42,75,0,0,0,4,4,0.05263157894736842,130,ProcessA,0
basic,fifo,42,76,0,0,0,3,4,0.05194805194805195,132,ProcessA,0
basic,fifo,42,77,0,0,0,3,4,0.05128205128205128,132,ProcessA,0
basic,fifo,42,78,0,0,0,4,5,0.06329113924050633,132,ProcessA,0
basic,fifo,42,79,0,0,0,2,5,0.0625,138,ProcessA,0
