scenario,policy_name,seed,step,queue_A,queue_B,queue_C,pending_tasks,num_jobs_completed,throughput,total_agv_distance,bottleneck_station,bottleneck_queue_length
congested,nearest,44,0,0,0,0,0,0,0.0,2,ProcessA,0
congested,nearest,44,1,0,0,0,0,0,0.0,4,ProcessA,0
congested,nearest,44,2,0,0,0,0,0,0.0,4,ProcessA,0
congested,nearest,44,3,1,0,0,0,0,0.0,8,ProcessA,1
congested,nearest,44,4,1,0,0,0,0,0.0,12,ProcessA,1
congested,nearest,44,5,1,0,0,2,0,0.0,12,ProcessA,1
congested,nearest,44,6,1,0,0,3,0,0.0,12,ProcessA,1
congested,nearest,44,7,2,0,0,3,0,0.0,14,ProcessA,2
congested,nearest,44,8,2,0,0,3,0,0.0,18,ProcessA,2
congested,nearest,44,9,2,0,0,5,0,0.0,18,ProcessA,2
congested,nearest,44,10,1,0,0,4,0,0.0,22,ProcessA,1
congested,nearest,44,11,2,0,0,5,0,0.0,22,ProcessA,2
congested,nearest,44,12,2,0,0,6,0,0.0,26,ProcessA,2
congested,nearest,44,13,2,0,0,8,0,0.0,26,ProcessA,2
congested,nearest,44,14,1,0,0,8,0,0.0,28,ProcessA,1
congested,nearest,44,15,2,0,0,9,0,0.0,28,ProcessA,2
congested,nearest,44,16,2,0,0,10,0,0.0,30,ProcessA,2
congested,nearest,44,17,2,0,0,10,0,0.0,34,ProcessA,2
congested,nearest,44,18,1,0,0,11,0,0.0,34,ProcessA,1
congested,nearest,44,19,1,0,0,12,0,0.0,38,ProcessA,1
congested,nearest,44,20,1,0,0,13,0,0.0,38,ProcessA,1
congested,nearest,44,21,1,0,0,15,0,0.0,40,ProcessA,1
congested,nearest,44,22,0,0,0,15,0,0.0,40,ProcessA,0
congested,nearest,44,23,0,0,0,16,1,0.041666666666666664,42,ProcessA,0
congested,nearest,44,24,0,0,0,16,1,0.04,46,ProcessA,0
congested,nearest,44,25,0,0,0,18,1,0.038461538461538464,46,ProcessA,0
congested,nearest,44,26,0,0,0,18,1,0.037037037037037035,50,ProcessA,0
congested,nearest,44,27,0,0,0,19,2,0.07142857142857142,50,ProcessA,0
congested,nearest,44,28,0,0,0,20,2,0.06896551724137931,58,ProcessA,0
congested,nearest,44,29,0,0,0,20,2,0.06666666666666667,58,ProcessA,0
congested,nearest,44,30,0,0,0,20,2,0.06451612903225806,60,ProcessA,0
congested,nearest,44,31,0,0,0,21,2,0.0625,60,ProcessA,0
congested,nearest,44,32,0,0,0,23,3,0.09090909090909091,60,ProcessA,0
congested,nearest,44,33,0,0,0,23,3,0.08823529411764706,64,ProcessA,0
congested,nearest,44,34,0,0,0,24,3,0.08571428571428572,64,ProcessA,0
congested,nearest,44,35,0,0,0,24,3,0.08333333333333333,64,ProcessA,0
congested,nearest,44,36,0,0,0,24,4,0.10810810810810811,68,ProcessA,0
congested,nearest,44,37,0,0,0,23,4,0.10526315789473684,78,ProcessA,0
congested,nearest,44,38,0,0,0,24,4,0.10256410256410256,78,ProcessA,0
congested,nearest,44,39,0,0,0,24,4,0.1,78,ProcessA,0
congested,nearest,44,40,0,0,0,23,4,0.0975609756097561,80,ProcessA,0
congested,nearest,44,41,0,0,0,23,4,0.09523809523809523,80,ProcessA,0
congested,nearest,44,42,0,0,0,24,4,0.09302325581395349,80,ProcessA,0
congested,nearest,44,43,0,0,0,23,4,0.09090909090909091,84,ProcessA,0
congested,nearest,44,44,0,0,0,23,4,0.08888888888888889,84,ProcessA,0
congested,nearest,44,45,0,0,0,24,4,0.08695652173913043,84,ProcessA,0
congested,nearest,44,46,0,0,0,24,4,0.0851063829787234,84,ProcessA,0
congested,nearest,44,47,0,0,0,22,4,0.08333333333333333,90,ProcessA,0
congested,nearest,44,48,0,0,0,22,4,0.08163265306122448,90,ProcessA,0
congested,nearest,44,49,0,0,0,24,5,0.1,90,ProcessA,0
congested,nearest,44,50,0,0,0,23,5,0.09803921568627451,94,ProcessA,0
congested,nearest,44,51,0,0,0,22,5,0.09615384615384616,96,ProcessA,0
congested,nearest,44,52,0,0,0,22,5,0.09433962264150944,96,ProcessA,0
congested,nearest,44,53,0,0,0,23,6,0.1111111111111111,96,ProcessA,0
congested,nearest,44,54,0,0,0,21,6,0.10909090909090909,110,ProcessA,0
congested,nearest,44,55,0,0,0,21,6,0.10714285714285714,110,ProcessA,0
congested,nearest,44,56,0,0,0,22,6,0.10526315789473684,110,ProcessA,0
congested,nearest,44,57,0,0,0,22,6,0.10344827586206896,110,ProcessA,0
congested,nearest,44,58,0,0,0,22,6,0.1016949152542373,110,ProcessA,0
congested,nearest,44,59,0,0,0,22,6,0.1,110,ProcessA,0
congested,nearest,44,60,0,0,0,21,6,0.09836065573770492,114,ProcessA,0
congested,nearest,44,61,0,0,0,21,6,0.0967741935483871,114,ProcessA,0
congested,nearest,44,62,0,0,0,21,6,0.09523809523809523,116,ProcessA,0
